id	created_at	updated_at	name	category	ownership	inactive_reason	is_test	country	address_id	location	most_common_language_code
f7a53bd0-0bb2-4b86-ba1b-3fb4483bfffd	2025-12-17 11:18:06.195617-05	2025-12-17 11:18:06.195617-05	Aldeia-Nova Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000004560E2DB27D2C401E166A4DF36E22C0	
316c6f83-481e-473e-8c24-e9ae9a6ffe06	2025-12-17 11:18:06.211346-05	2025-12-17 11:18:06.211346-05	Banza de Banze Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000062105839B4A82D4016FBCBEEC92323C0	
8bac6364-f24e-4880-b26b-7586c78cf63d	2025-12-17 11:18:06.212376-05	2025-12-17 11:18:06.212376-05	Caboco Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000003A92CB7F481F2E40014D840D4F0F21C0	
e29c0d29-d2eb-4d6b-8cd9-941cc6c81ea7	2025-12-17 11:18:06.2145-05	2025-12-17 11:18:06.2145-05	Cambambe Municipal Health Centre Centro De Sa├║de	Centro De Sa├║de	MoH		f	AO		0101000020E61000000000000000002D4000000000008023C0	
c10e938d-f7b3-4baf-8d60-d6e10ac71b93	2025-12-17 11:18:06.216527-05	2025-12-17 11:18:06.216527-05	Catome de Cima Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000000000000000E02D408048BF7D1D9822C0	
6e6aabb6-ddf6-44db-9f10-397ea057e35b	2025-12-17 11:18:06.217336-05	2025-12-17 11:18:06.217336-05	Cazombo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000EBE2361AC0BB2E404850FC18737721C0	
e80cf11d-656c-40f6-8734-bd6ee5728d92	2025-12-17 11:18:06.218548-05	2025-12-17 11:18:06.218548-05	Cupoe Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000005A643BDF4FCD2D4023DBF97E6A9C22C0	
036dc761-8821-44b6-8144-703de930f23a	2025-12-17 11:18:06.135195-05	2025-12-17 11:18:06.135195-05	Hospital Municipal de Pango Aluquem Municipal Hospital	Municipal Hospital	Govt.		f	AO		0101000020E61000005B423EE8D9EC2C40228E75711B6D21C0	
acbd576b-efcd-4403-9cd8-273c1e9c5786	2025-12-17 11:18:06.14664-05	2025-12-17 11:18:06.14664-05	Alto-Catumbela Health Centre Centro De Sa├║de	Centro De Sa├║de	MoH		f	AO		0101000020E61000000000000000802D406666666666E629C0	
92871b60-0965-4ce4-9b51-b63e0c0107fe	2025-12-17 11:18:06.149137-05	2025-12-17 11:18:06.149137-05	Bairro 80 Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000AF25E4839E8D2C40C364AA6054122AC0	
0dcf9012-d300-4221-8c07-ddc86374a93a	2025-12-17 11:18:06.150847-05	2025-12-17 11:18:06.150847-05	Benfica Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000C5FEB27BF2D02A40FAEDEBC0392329C0	
c24fe422-0433-4315-ac9c-736fd5db0af7	2025-12-17 11:18:06.15292-05	2025-12-17 11:18:06.15292-05	Bocoio Municipal Hospital	Municipal Hospital	Govt.		f	AO		0101000020E6100000A1F831E6AE452C405917B7D100FE28C0	
3c33c532-6a28-491c-937e-c4f9008cf4de	2025-12-17 11:18:06.15508-05	2025-12-17 11:18:06.15508-05	Cainde Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000DAACFA5C6D052D40FAEDEBC039832AC0	
36412177-26a7-4096-83f0-1248786692ec	2025-12-17 11:18:06.157333-05	2025-12-17 11:18:06.157333-05	Calundo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000007B832F4CA62A2D40E2E995B20C9129C0	
f94ba433-faf5-4d67-bd4f-12c44c8c0099	2025-12-17 11:18:06.159364-05	2025-12-17 11:18:06.159364-05	Caota Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000006DC5FEB27BD22A4050FC1873D73229C0	
1f34683e-7151-4ce3-8da3-86b973470eb5	2025-12-17 11:18:06.160974-05	2025-12-17 11:18:06.160974-05	Cassiva Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000F8C264AA60942C40CEAACFD5562C2AC0	
c288eedd-f370-4754-a959-2f343951044c	2025-12-17 11:18:06.162705-05	2025-12-17 11:18:06.162705-05	Chicandula Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000000000000000000000000000000000000	
1d17b2cc-e75d-408e-a381-979123f3583c	2025-12-17 11:18:06.164267-05	2025-12-17 11:18:06.164267-05	Chimboa Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000001E166A4DF3EE2C401E166A4DF3EE29C0	
7fb4ced4-162e-4e2d-8f54-03a752f60442	2025-12-17 11:18:06.166039-05	2025-12-17 11:18:06.166039-05	Cui Povoacao Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000000000000000000000000000000000000	
6bbf8fc7-4758-4293-bee9-eb924860d5e3	2025-12-17 11:18:06.166841-05	2025-12-17 11:18:06.166841-05	Dembue Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000CA54C1A8A42E2D401B2FDD2406212AC0	
871fdd24-5d86-476f-bf14-66dbd00a358a	2025-12-17 11:18:06.168759-05	2025-12-17 11:18:06.168759-05	Elongo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000007C61325530EA2D4039454772F9AF28C0	
0990b78a-f87b-416e-9cce-d33950d3cae4	2025-12-17 11:18:06.170968-05	2025-12-17 11:18:06.170968-05	Hanja Primaria Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000DD24068195C32B40D9CEF753E3652BC0	
1bc62a37-bed0-4425-9a52-8fbf227f6a90	2025-12-17 11:18:06.172162-05	2025-12-17 11:18:06.172162-05	Kafindua Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000009A081B9E5E892D4089D2DEE00BB328C0	
d4df3a7b-5d20-43d6-8019-7ee5e3d2af61	2025-12-17 11:18:06.173542-05	2025-12-17 11:18:06.173542-05	Kanokela Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000454772F90F892D40933A014D84AD28C0	
3bcc4e88-013c-4ad2-9c15-221eaba491ab	2025-12-17 11:18:06.175057-05	2025-12-17 11:18:06.175057-05	Lometi Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000001DE02098A1F2D408D976E1283C028C0	
562c464b-32fe-4e01-8257-dd33b4af11d2	2025-12-17 11:18:06.176575-05	2025-12-17 11:18:06.176575-05	Lumaun Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000BDE3141DC9C52C403255302AA97329C0	
99b4afb9-d5af-41bc-a80f-a5c8db7195a4	2025-12-17 11:18:06.178465-05	2025-12-17 11:18:06.178465-05	Malongo Missao Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000008126C286A7372C405DFE43FAEDEB2AC0	
77e21bb6-7c04-439c-a814-5b220f77f032	2025-12-17 11:18:06.179969-05	2025-12-17 11:18:06.179969-05	Missao Dunde Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000041F163CC5D2B2D403108AC1C5AC429C0	
593237e7-e5c6-431a-bdfa-55a4d8ea1a6e	2025-12-17 11:18:06.181547-05	2025-12-17 11:18:06.181547-05	Ndoloma Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000064CC5D4BC8672A40E09C11A5BD4129C0	
38c6ab49-fcd0-4f0a-9f16-363fe8ac8931	2025-12-17 11:18:06.183626-05	2025-12-17 11:18:06.183626-05	Nossa Senhora da Paz Hospital	Hospital	Govt.		f	AO		0101000020E6100000F0164850FC782C404D840D4FAF142AC0	
c8388f06-658e-40ec-b3b5-b5fe3ac7dc23	2025-12-17 11:18:06.185328-05	2025-12-17 11:18:06.185328-05	Sao Joao Health Centre Centro De Sa├║de	Centro De Sa├║de	MoH		f	AO		0101000020E610000085EB51B81E052B4000000000000029C0	
756ba67c-72cd-456f-96fa-55d72a70d89e	2025-12-17 11:18:06.18691-05	2025-12-17 11:18:06.18691-05	Sibol Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000BB270F0BB5462C40F775E09C11E528C0	
6e49e256-412c-4017-9065-2d6bca402617	2025-12-17 11:18:06.19036-05	2025-12-17 11:18:06.19036-05	Tchitoko Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000068195438BEC2B400C93A98251692BC0	
290bd04a-a586-4536-b062-1bac59af1f82	2025-12-17 11:18:06.191498-05	2025-12-17 11:18:06.191498-05	Ukende Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000029ED0DBE30D92A4072F90FE9B72F29C0	
5dd2fed9-9e59-4d6a-a36a-cd76f830a6ea	2025-12-17 11:18:06.19321-05	2025-12-17 11:18:06.19321-05	Hospital Municipal de Chitembo Municipal Hospital	Municipal Hospital	Govt.		f	AO		0101000020E6100000FD87F4DBD7C1304087A757CA32042BC0	
7a70bb37-298c-4845-b9b6-d6d00233a39f	2025-12-17 11:18:06.194483-05	2025-12-17 11:18:06.194483-05	Hospital Municipal de Kunhinga Municipal Hospital	Municipal Hospital	Govt.		f	AO		0101000020E61000009C33A2B437C830407F6ABC74937828C0	
ab4d1579-9b74-458d-bfd3-ce971a61bbd5	2025-12-17 11:18:06.210596-05	2025-12-17 11:18:06.210596-05	Banga Health Centre Centro De Sa├║de	Centro De Sa├║de	MoH		f	AO		0101000020E61000008104C58F31572E4011363CBD527621C0	
f7e97809-15b3-4695-9622-9a8f04e1865b	2025-12-17 11:18:06.211958-05	2025-12-17 11:18:06.211958-05	Bonzo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000CF66D5E76A8B2E401A51DA1B7C2121C0	
a8b45ea9-fcf0-48c9-a188-8841628668be	2025-12-17 11:18:06.213169-05	2025-12-17 11:18:06.213169-05	Caculo-Cabata Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000D6C56D3480B72E4077BE9F1A2F9D20C0	
69135483-0ef7-4346-8576-a3cbc73cdb18	2025-12-17 11:18:06.214777-05	2025-12-17 11:18:06.214777-05	Canguenhe Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000363CBD5296A12C403A234A7B830F23C0	
4df4e293-5a77-4ab7-83fd-423927211131	2025-12-17 11:18:06.216405-05	2025-12-17 11:18:06.216405-05	Carianga Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000CFF753E3A5FB2D40A245B6F3FD9422C0	
ecf37c82-d8cf-4bbb-afda-7144092c8bbd	2025-12-17 11:18:06.217304-05	2025-12-17 11:18:06.217304-05	Cazengo Municipal Hospital	Municipal Hospital	Govt.		f	AO		0101000020E6100000696FF085C9D42D40EE7C3F355E9A22C0	
81782040-ef1e-4f35-be23-f3b520bceea5	2025-12-17 11:18:06.21851-05	2025-12-17 11:18:06.21851-05	Cole Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000287E8CB96B892E40DAACFA5C6D2520C0	
1ee6e29f-dadb-44e7-805c-e7911fa48b83	2025-12-17 11:18:06.219842-05	2025-12-17 11:18:06.219842-05	Hombo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000017B7D100DE422D40F54A5986385623C0	
3da68052-97f6-423e-bbe0-4564dee7ef95	2025-12-17 11:18:06.220832-05	2025-12-17 11:18:06.220832-05	Kianvo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000004CA60A4625B52E408AB0E1E9953221C0	
36904ca6-028e-4d72-95a0-2e6e99114f6e	2025-12-17 11:18:06.221898-05	2025-12-17 11:18:06.221898-05	Kipata Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000107A36AB3ED72D40BE30992A189522C0	
aa150db9-3540-456a-bbf4-a6ed5bbc0b61	2025-12-17 11:18:06.223549-05	2025-12-17 11:18:06.223549-05	Manguengue Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000008FE4F21FD26F2E40E7FBA9F1D2AD20C0	
ccb3a776-be46-476e-aa6e-4a24e517d18a	2025-12-17 11:18:06.225262-05	2025-12-17 11:18:06.225262-05	Quibanda Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000003F355EBA49AC2E40789CA223B91C21C0	
127e5cc8-635a-4aca-904f-a6dbf0d7dd73	2025-12-17 11:18:06.226607-05	2025-12-17 11:18:06.226607-05	Samba-Lucala Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000D122DBF97E2A2F409EEFA7C64BF721C0	
757d0de6-ad75-4626-a147-2798a8fd74d2	2025-12-17 11:18:06.228968-05	2025-12-17 11:18:06.228968-05	Zavula Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000B8AF03E78C882D4052499D8026A222C0	
39cab510-89b7-47b1-96fe-d7f5ab9a1605	2025-12-17 11:18:06.230333-05	2025-12-17 11:18:06.230333-05	Aldeamento No. Health Post Posto De Sa├║de (2)	Posto De Sa├║de	MoH		f	AO		0101000020E61000005A643BDF4F4D2E404E62105839B426C0	
5c3df6b7-e3b7-436d-b52d-824a3791e0bb	2025-12-17 11:18:06.231946-05	2025-12-17 11:18:06.231946-05	Amboim Municipal Hospital	Municipal Hospital	Govt.		f	AO		0101000020E6100000DE02098A1F832B40F8C264AA607425C0	
ea428225-9e6f-462b-9582-a4bf0298f8e5	2025-12-17 11:18:06.233671-05	2025-12-17 11:18:06.233671-05	Ave Moma Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000009FCDAACFD5D62C406519E25817D726C0	
2a8a3b92-4d53-4355-8e87-b61695ee7b2c	2025-12-17 11:18:06.236599-05	2025-12-17 11:18:06.236599-05	Bombo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000780B24287EAC2C407B14AE47E1FA26C0	
42b3b4cb-808b-428f-8642-5cbae85309c5	2025-12-17 11:18:06.238334-05	2025-12-17 11:18:06.238334-05	Cacombolo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000074B515FBCB6E2C403FC6DCB5841C26C0	
bd7d458b-a1ef-4f03-870e-f4e956323d8b	2025-12-17 11:18:06.135031-05	2025-12-17 11:18:06.135031-05	Hospital Municipal de Ambriz Municipal Hospital	Municipal Hospital	Govt.		f	AO		0101000020E6100000A52C431CEB422A40D49AE61DA7681FC0	
dfc9881c-ef59-4202-bb92-d7b3ff7421f7	2025-12-17 11:18:06.148374-05	2025-12-17 11:18:06.148374-05	Atuque Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000C5FEB27BF2502D406DC5FEB27BF229C0	
ef16acb4-0d97-4fa7-943a-80ebe61b763a	2025-12-17 11:18:06.150433-05	2025-12-17 11:18:06.150433-05	Bela Vistal  Centro Materno Infantil Centro De Sa├║de	Centro De Sa├║de	MoH		f	AO		0101000020E61000002E90A0F831262B400612143FC6BC28C0	
386df04b-d600-4479-a9bc-061e79c2b5da	2025-12-17 11:18:06.151207-05	2025-12-17 11:18:06.151207-05	Benguela 71 Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000064CC5D4BC8C72A40075F984C152C29C0	
5a4ac4a5-40e1-4071-a875-c7e10a1fe8bf	2025-12-17 11:18:06.152858-05	2025-12-17 11:18:06.152858-05	Boa Lembranta Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E610000083C0CAA145F629401A51DA1B7CE129C0	
c29ae9ca-1e22-4a02-b342-4dfb7ef982d4	2025-12-17 11:18:06.155136-05	2025-12-17 11:18:06.155136-05	Calomburaco Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E6100000FE65F7E461C12A40F46C567DAE3629C0	
69b3c91b-3204-4228-bf15-3bbd1c6c9233	2025-12-17 11:18:06.156598-05	2025-12-17 11:18:06.156598-05	Calossombekwa Health Centre Centro De Sa├║de	Centro De Sa├║de	MoH		f	AO		0101000020E61000005BD3BCE314DD2A409A779CA2233929C0	
6a530ebb-1341-4a05-a7f8-4f951fd82bd6	2025-12-17 11:18:06.158463-05	2025-12-17 11:18:06.158463-05	Camuine-Baixo Health Post Posto De Sa├║de	Posto De Sa├║de	MoH		f	AO		0101000020E61000000BB5A679C7692C40A3923A014DA42BC0	
