id	content	lastUpdated	compartments	active	endpoint	name	partof	phonetic	deleted	_profile	_security	_source	_tag	projectId	canonicalName
f8aafd06-9dd5-4f8e-b083-6661defc5a7f	"{""resourceType"":""Organization"",""name"":""Swereki Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""line"":[""Masole""],""city"":""Beitbridge"",""state"":""Matabeleland South Province"",""postalCode"":""ZW""}],""id"":""f8aafd06-9dd5-4f8e-b083-6661defc5a7f"",""meta"":{""versionId"":""331d2a7f-3821-492e-9a46-8e50c63c1b03"",""lastUpdated"":""2024-10-05T13:26:17.942Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.942-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Swereki Clinic""}"		Swereki Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Swereki Clinic
dc85fff4-86a7-456b-94da-38f672863d9b	"{""resourceType"":""Organization"",""name"":""Mtetengwe Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""city"":""Beitbridge"",""state"":""Matabeleland South Province"",""postalCode"":""ZW""}],""id"":""dc85fff4-86a7-456b-94da-38f672863d9b"",""meta"":{""versionId"":""6528f816-759d-4b1d-bb23-00cb1409fc20"",""lastUpdated"":""2024-10-05T13:26:17.949Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.949-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Mtetengwe Clinic""}"		Mtetengwe Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Mtetengwe Clinic
c18f560b-4d53-4924-8a0d-cf13f5915b2b	"{""resourceType"":""Organization"",""name"":""Makombe Clinic (construction)"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""city"":""Beitbridge"",""state"":""Matabeleland South Province"",""postalCode"":""ZW""}],""id"":""c18f560b-4d53-4924-8a0d-cf13f5915b2b"",""meta"":{""versionId"":""cdb2c073-4da8-4927-bc6e-e81a990bcee7"",""lastUpdated"":""2024-10-05T13:26:17.966Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.966-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Makombe Clinic (construction)""}"		Makombe Clinic (construction)	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Makombe Clinic (construction)
b1e57dfd-5f16-49ef-8190-3b5e451d3be7	"{""resourceType"":""Organization"",""name"":""Chirorwe Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""city"":""Gutu"",""state"":""Masvingo Province"",""postalCode"":""ZW""}],""id"":""b1e57dfd-5f16-49ef-8190-3b5e451d3be7"",""meta"":{""versionId"":""c6361ba2-cff2-4953-a586-f48015c2a7ae"",""lastUpdated"":""2024-10-05T13:26:17.971Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.971-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Chirorwe Clinic""}"		Chirorwe Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Chirorwe Clinic
63248c05-9acb-45ca-abe3-77b04e0a0490	"{""resourceType"":""Organization"",""name"":""Marozva Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""line"":[""Nyika Growth Point""],""city"":""Bikita"",""state"":""Masvingo Province"",""postalCode"":""ZW""}],""id"":""63248c05-9acb-45ca-abe3-77b04e0a0490"",""meta"":{""versionId"":""c6a1e298-9e92-4141-a8c7-dcab031da207"",""lastUpdated"":""2024-10-05T13:26:17.978Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.978-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Marozva Clinic""}"		Marozva Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Marozva Clinic
08923a42-b820-432e-aa58-3a5f9265617e	"{""resourceType"":""Organization"",""name"":""Ngorima Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""city"":""Bikita"",""state"":""Masvingo Province"",""postalCode"":""ZW""}],""id"":""08923a42-b820-432e-aa58-3a5f9265617e"",""meta"":{""versionId"":""e803e92a-ee1f-4d29-8d3e-a19e5dd7f713"",""lastUpdated"":""2024-10-05T13:26:17.995Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.995-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Ngorima Clinic""}"		Ngorima Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Ngorima Clinic
7ee19afc-0628-4e6f-828a-03bc06c0ee5f	"{""resourceType"":""Organization"",""name"":""Chituripasi Rural Health Centre"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Rural Health Centre"",""display"":""Rural Health Centre""}]}],""active"":true,""address"":[{""line"":[""Tshiturapadsi""],""city"":""Beitbridge"",""state"":""Matabeleland South Province"",""postalCode"":""ZW""}],""id"":""7ee19afc-0628-4e6f-828a-03bc06c0ee5f"",""meta"":{""versionId"":""c8e907cd-a319-4c62-9eeb-0c8025703175"",""lastUpdated"":""2024-10-05T13:26:17.886Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.886-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Chituripasi Rural Health Centre""}"		Chituripasi Rural Health Centre	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Chituripasi Rural Health Centre
1e2f4b2f-96b3-4dcc-8192-94f2e8b7d0b2	"{""resourceType"":""Organization"",""name"":""Masera Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""line"":[""Makado""],""city"":""Beitbridge"",""state"":""Matabeleland South Province"",""postalCode"":""ZW""}],""id"":""1e2f4b2f-96b3-4dcc-8192-94f2e8b7d0b2"",""meta"":{""versionId"":""f066d913-edf7-4459-9104-655908fac368"",""lastUpdated"":""2024-10-05T13:26:17.936Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:17.936-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Masera Clinic""}"		Masera Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Masera Clinic
03db382c-a829-4aaa-81e1-d51a35375a9e	"{""resourceType"":""Organization"",""name"":""Foothills Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""city"":""Bindura"",""state"":""Mashonaland Central Province"",""postalCode"":""ZW""}],""id"":""03db382c-a829-4aaa-81e1-d51a35375a9e"",""meta"":{""versionId"":""7990afb8-df80-4f50-ad39-916ad55fb217"",""lastUpdated"":""2024-10-05T13:26:18.047Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:18.047-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Foothills Clinic""}"		Foothills Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Foothills Clinic
54f8e861-1fb9-4f8c-8c72-5865f5cc7772	"{""resourceType"":""Organization"",""name"":""Premier Medical Centre Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""city"":""Bindura"",""state"":""Mashonaland Central Province"",""postalCode"":""ZW""}],""id"":""54f8e861-1fb9-4f8c-8c72-5865f5cc7772"",""meta"":{""versionId"":""7c50ec7e-1519-446c-8058-c37b6bab49ba"",""lastUpdated"":""2024-10-05T13:26:18.077Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:18.077-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Premier Medical Centre Clinic""}"		Premier Medical Centre Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Premier Medical Centre Clinic
e1890b78-f162-4537-8f66-6b9ca3b87541	"{""resourceType"":""Organization"",""name"":""Bindura University Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""city"":""Bindura"",""state"":""Mashonaland Central Province"",""postalCode"":""ZW""}],""id"":""e1890b78-f162-4537-8f66-6b9ca3b87541"",""meta"":{""versionId"":""e6f168f1-cbf2-43e7-ac08-894a2d135889"",""lastUpdated"":""2024-10-05T13:26:18.084Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:18.084-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Bindura University Clinic""}"		Bindura University Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Bindura University Clinic
f142c9bf-ae95-4002-a568-8a287a7a63e5	"{""resourceType"":""Organization"",""name"":""Siabuwa Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""line"":[""Siabuwa""],""city"":""Binga"",""state"":""Matabeleland North Province"",""postalCode"":""ZW""}],""id"":""f142c9bf-ae95-4002-a568-8a287a7a63e5"",""meta"":{""versionId"":""04a89747-a9c4-457f-b271-c5c7d999c493"",""lastUpdated"":""2024-10-05T13:26:18.111Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:18.111-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Siabuwa Clinic""}"		Siabuwa Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Siabuwa Clinic
ee5cec62-653c-4d35-8011-07affeffc1f0	"{""resourceType"":""Organization"",""name"":""Berenyazvidzi Clinic"",""type"":[{""coding"":[{""system"":""http://terminology.hl7.org/CodeSystem/organization-type"",""code"":""prov"",""display"":""Healthcare Provider""}]},{""coding"":[{""system"":""virtualhospitalsafrica.org/codes/organization-category"",""code"":""Clinic"",""display"":""Clinic""}]}],""active"":true,""address"":[{""line"":[""Dorowa""],""city"":""Buhera"",""state"":""Manicaland Province"",""postalCode"":""ZW""}],""id"":""ee5cec62-653c-4d35-8011-07affeffc1f0"",""meta"":{""versionId"":""1ff98a60-f7d0-41fd-8d70-da7bafcbc520"",""lastUpdated"":""2024-10-05T13:26:18.250Z"",""author"":{""reference"":""ClientApplication/00000000-0000-0000-1000-000000000000"",""display"":""Virtual Hospitals Africa""},""project"":""b57c5741-ffb7-4477-a9bf-5e66323234df"",""compartment"":[{""reference"":""Project/b57c5741-ffb7-4477-a9bf-5e66323234df""}]}}"	2024-10-05 09:26:18.25-04	{b57c5741-ffb7-4477-a9bf-5e66323234df}	t		"{""Berenyazvidzi Clinic""}"		Berenyazvidzi Clinic	f					b57c5741-ffb7-4477-a9bf-5e66323234df	Berenyazvidzi Clinic
